Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
revenue payment appropriation,be,balance,in balance,['balance'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 17  Definition and scope ,"[' \nRevenue and payment appropriations shall be in balance. ', ' \nThe Union and the Union bodies referred to in Articles 70 and 71 shall not raise loans within the framework of the \nbudget. ']",in balance
union union body,refer,article,to in articles 70 and,['article'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 17  Definition and scope ,"[' \nRevenue and payment appropriations shall be in balance. ', ' \nThe Union and the Union bodies referred to in Articles 70 and 71 shall not raise loans within the framework of the \nbudget. ']",to in articles 70 and
estimate revenue payment appropriation,refer,article,to in paragraph 1 of this article,"['paragraph', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 18  Balance from financial year ,"[' \nThe balance from each financial year shall be entered in the budget for the following financial year as revenue in the \nevent of a surplus or as a payment appropriation in the event of a deficit. ', ' \nThe estimates of the revenue or payment appropriations referred to in paragraph 1 of this Article shall be entered in \nthe budget during the budgetary procedure and in a letter of amendment submitted pursuant to Article 42 of this \nRegulation. The estimates shall be drawn up in accordance with Article 1 of Council Regulation (EU, Euratom) \nNo 608/2014 ( 1 ). ', ' \nAfter the presentation of the provisional accounts for each financial year, any discrepancy between those accounts \nand the estimates shall be entered in the budget for the following financial year through an amending budget devoted \nsolely to that discrepancy. In such a case, the Commission shall submit the draft amending budget simultaneously to the \nEuropean Parliament and to the Council within 15 days of submission of the provisional accounts. \nCHAPTER 4 \nPrinciple of unit of account ']",to in paragraph 1 of this article
cashflow purpose,refer,article,however to in article 77 the accounting officer and,"['article', 'accounting officer']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 19  Use of euro ,"[' \nThe multiannual financial framework and the budget shall be drawn up and implemented in euro and the accounts \nshall be presented in euro. However, for the cash-flow purposes referred to in Article 77, the accounting officer and, in \nthe case of imprest accounts, the imprest administrators, and, for the needs of the administrative management of the \nCommission and the EEAS, the authorising officer responsible, shall be authorised to carry out operations in other \ncurrencies. ', ' \nWithout prejudice to specific provisions laid down in sector-specific rules, or in specific contracts, grant agreements, \ncontribution agreements and financing agreements, conversion by the authorising officer responsible shall be made using \nthe daily euro exchange rate published in the C series of the Official Journal of the European Union of the day on which the \npayment order or recovery order is drawn up by the authorising department. \nIf no such daily rate is published, the authorising officer responsible shall use the one referred to in paragraph 3. ', ' \nFor the purposes of the accounts provided for in Articles 82, 83 and 84, conversion between the euro and another \ncurrency shall be made using the monthly accounting exchange rate of the euro. That accounting exchange rate shall be \nestablished by the accounting officer of the Commission by means of any source of information regarded as reliable, on \nthe basis of the exchange rate on the penultimate working day of the month preceding that for which the rate is \nestablished. ', ' \nCurrency conversion operations shall be carried out in such a way as to avoid having a significant impact on the \nlevel of the Union co-financing or a detrimental impact on the budget. Where appropriate, the rate of conversion \nbetween the euro and other currencies may be calculated using the average of the daily exchange rate in a given period. \nCHAPTER 5 \nPrinciple of universality ']",however to in article 77 the accounting officer and
appropriation correspond assign revenue,make,payment appropriation,automatically both as commitment appropriations and as payment appropriations,"['commitment appropriation', 'payment appropriation']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations ,"[' \nWithout prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the \nstructure to accommodate assigned revenue in the budget shall comprise: \n(a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; \n(b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the \nappropriations corresponding to the assigned revenue which are made available. \nIn the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated \nrevenue shall be shown for information in the remarks. ', ' \nThe appropriations corresponding to assigned revenue shall be made available automatically, both as commitment \nappropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any \nof the following cases: \n(a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the \ncontribution agreement is expressed in euro, commitment appropriations may be made available upon signature of \nthe contribution agreement by the Member State; \n(b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment \nappropriations shall be made available as soon as the amount receivable has been estimated; \n(c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give \nrise to the provision, in the statement of expenditure, of commitment and payment appropriations. \nAppropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance \nwith Article 20. ', ' \nThe estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting \nofficer for registration. ']",automatically both as commitment appropriations and as payment appropriations
euro commitment appropriation,make,article 212,upon signature of the contribution agreement by the member state in the cases provided for in point of article 21(2) and,"['signature', 'contribution agreement', 'member state', 'case', 'point', 'article 212']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations ,"[' \nWithout prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the \nstructure to accommodate assigned revenue in the budget shall comprise: \n(a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; \n(b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the \nappropriations corresponding to the assigned revenue which are made available. \nIn the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated \nrevenue shall be shown for information in the remarks. ', ' \nThe appropriations corresponding to assigned revenue shall be made available automatically, both as commitment \nappropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any \nof the following cases: \n(a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the \ncontribution agreement is expressed in euro, commitment appropriations may be made available upon signature of \nthe contribution agreement by the Member State; \n(b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment \nappropriations shall be made available as soon as the amount receivable has been estimated; \n(c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give \nrise to the provision, in the statement of expenditure, of commitment and payment appropriations. \nAppropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance \nwith Article 20. ', ' \nThe estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting \nofficer for registration. ']",upon signature of the contribution agreement by the member state in the cases provided for in point of article 212  and
commitment appropriation,make,article,in points and (iii) of article 21(2)(g) as soon as the amount receivable has been estimated in the case referred to in point of the first subparagraph provided for in point of article 21(2),"['point', 'iii', 'article', 'case', 'point', 'subparagraph', 'point', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations ,"[' \nWithout prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the \nstructure to accommodate assigned revenue in the budget shall comprise: \n(a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; \n(b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the \nappropriations corresponding to the assigned revenue which are made available. \nIn the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated \nrevenue shall be shown for information in the remarks. ', ' \nThe appropriations corresponding to assigned revenue shall be made available automatically, both as commitment \nappropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any \nof the following cases: \n(a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the \ncontribution agreement is expressed in euro, commitment appropriations may be made available upon signature of \nthe contribution agreement by the Member State; \n(b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment \nappropriations shall be made available as soon as the amount receivable has been estimated; \n(c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give \nrise to the provision, in the statement of expenditure, of commitment and payment appropriations. \nAppropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance \nwith Article 20. ', ' \nThe estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting \nofficer for registration. ']",in points and  iii  of article 212g  as soon as the amount receivable has been estimated in the case referred to in point of the first subparagraph provided for in point of article 212 
appropriation,refer,paragraph,to in point of the first subparagraph of this paragraph,"['point', 'subparagraph', 'paragraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations ,"[' \nWithout prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the \nstructure to accommodate assigned revenue in the budget shall comprise: \n(a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; \n(b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the \nappropriations corresponding to the assigned revenue which are made available. \nIn the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated \nrevenue shall be shown for information in the remarks. ', ' \nThe appropriations corresponding to assigned revenue shall be made available automatically, both as commitment \nappropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any \nof the following cases: \n(a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the \ncontribution agreement is expressed in euro, commitment appropriations may be made available upon signature of \nthe contribution agreement by the Member State; \n(b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment \nappropriations shall be made available as soon as the amount receivable has been estimated; \n(c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give \nrise to the provision, in the statement of expenditure, of commitment and payment appropriations. \nAppropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance \nwith Article 20. ', ' \nThe estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting \nofficer for registration. ']",to in point of the first subparagraph of this paragraph
estimate amount receivable,refer,article,to in points and of article 21(2,"['point', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 22  Structure to accommodate assigned revenue and provision of corresponding appropriations ,"[' \nWithout prejudice to point (c) of the first subparagraph of paragraph 2 of this Article and to Article 24, the \nstructure to accommodate assigned revenue in the budget shall comprise: \n(a) in the statement of revenue of each Union institution’s section, a budget line to receive the revenue; \n(b) in the statement of expenditure, the remarks, including general remarks, showing which budget lines may receive the \nappropriations corresponding to the assigned revenue which are made available. \nIn the case referred to in point (a) of the first subparagraph, a token entry pro memoria shall be made and the estimated \nrevenue shall be shown for information in the remarks. ', ' \nThe appropriations corresponding to assigned revenue shall be made available automatically, both as commitment \nappropriations and as payment appropriations, when the revenue has been received by the Union institution, save in any \nof the following cases: \n(a) in the case provided for in point (a) of Article 21(2) for financial contributions from Member States and where the \ncontribution agreement is expressed in euro, commitment appropriations may be made available upon signature of \nthe contribution agreement by the Member State; \n(b) in the cases provided for in point (b) of Article 21(2) and in points (i) and (iii) of Article 21(2)(g), the commitment \nappropriations shall be made available as soon as the amount receivable has been estimated; \n(c) in the case provided for in point (c) of Article 21(2), the entry of the amounts in the statement of revenue shall give \nrise to the provision, in the statement of expenditure, of commitment and payment appropriations. \nAppropriations referred to in point (c) of the first subparagraph of this paragraph shall be implemented in accordance \nwith Article 20. ', ' \nThe estimates of amounts receivable referred to in points (b) and (g) of Article 21(2) shall be sent to the accounting \nofficer for registration. ']",to in points and of article 212
objection,make,period,within that period,['period'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 25  Donations ,"[' \nUnion institutions may accept any donation made to the Union, such as income from foundations, subsidies, gifts \nand bequests. ', ' \nAcceptance of a donation of a value of EUR 50 000 or more which involves a financial charge, including follow-up \ncosts, exceeding 10 % of the value of the donation made, shall be subject to the authorisation of the European Parliament \nand of the Council. The European Parliament and the Council shall act on the matter within two months of receiving a \nrequest for such an authorisation from the Union institutions concerned. If no objection is made within that period, the \nUnion institutions concerned shall take a final decision regarding the acceptance of the donation. The Union institutions \nconcerned shall in their request to the European Parliament and to the Council explain the financial charges entailed by \nthe acceptance of donations made to the Union. ']",within that period
sponsor,be,sponsorship procedure,at the time of the sponsorship procedure in one of the situations referred to in articles 136(1) and 141(1,"['time', 'sponsorship procedure', 'situation', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 26  Corporate sponsorship ,"[' \n‘Corporate sponsorship’ means an agreement by which a legal person supports in-kind an event or an activity for \npromotional or corporate social responsibility purposes. ', ' \nOn the basis of specific internal rules, which shall be published on their respective websites, Union institutions and \nbodies may exceptionally accept corporate sponsorship provided that: \n(a) there is due regard to the principles of non-discrimination, proportionality, equal treatment and transparency at all \nstages of the procedure for accepting corporate sponsorship; \n(b) it contributes to the positive image of the Union and is directly linked to the core objective of an event or of an \nactivity; \n(c) it does neither generate conflict of interests nor concern exclusively social events; \n(d) the event or activity is not exclusively financed through corporate sponsorship; \n(e) the service in return for the corporate sponsorship is limited to the public visibility of the trademark or name of the \nsponsor; \n(f) the sponsor is not, at the time of the sponsorship procedure, in one of the situations referred to in Articles 136(1) \nand 141(1) and is not registered as excluded in the database referred to in Article 142(1). ', ' \nWhere the value of the corporate sponsorship exceeds EUR 5 000, the sponsor shall be listed in a public register \nthat includes information on the type of event or activity being sponsored. ']",at the time of the sponsorship procedure in one of the situations referred to in articles 1361  and 1411
follow deduction,make,payment request,from payment requests which shall then be passed for payment of the net amount,"['payment request', 'payment', 'net']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 27  Rules on deductions and exchange rate adjustments ,"[' \nThe following deductions may be made from payment requests which shall then be passed for payment of the net \namount: \n(a) penalties imposed on parties to contracts or beneficiaries; \n(b) discounts, refunds and rebates on individual invoices and cost statements; \n(c) interest generated by pre-financing payments; \n(d) adjustments for amounts unduly paid.   \x0c \nThe adjustments referred to in point (d) of the first subparagraph may be made, by means of direct deduction, against a \nnew interim payment or payment of a balance to the same payee under the chapter, article and financial year in respect \nof which the excess payment was made. \nUnion accounting rules shall apply to the deductions referred to in points (c) and (d) of the first subparagraph. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by Member States pursuant to \nProtocol No 7 on the privileges and immunities of the European Union, annexed to the TEU and to the TFEU, shall be \ncharged to the budget for the ex-tax amount. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by third countries on the \nbasis of relevant agreements, may be charged to the budget for any of the following amounts: \n(a) the ex-tax amount; \n(b) the tax-inclusive amount. \nIn the case referred to in point (b) of the first subparagraph, subsequently reimbursed taxes shall be treated as internal \nassigned revenue. ', ' \nAdjustments may be made in respect of exchange differences occurring in budget implementation. The final gain or \nloss shall be included in the balance for the financial year. \nCHAPTER 6 \nPrinciple of specification ']",from payment requests which shall then be passed for payment of the net amount
adjustment,refer,point,to in point of the first subparagraph,"['point', 'subparagraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 27  Rules on deductions and exchange rate adjustments ,"[' \nThe following deductions may be made from payment requests which shall then be passed for payment of the net \namount: \n(a) penalties imposed on parties to contracts or beneficiaries; \n(b) discounts, refunds and rebates on individual invoices and cost statements; \n(c) interest generated by pre-financing payments; \n(d) adjustments for amounts unduly paid.   \x0c \nThe adjustments referred to in point (d) of the first subparagraph may be made, by means of direct deduction, against a \nnew interim payment or payment of a balance to the same payee under the chapter, article and financial year in respect \nof which the excess payment was made. \nUnion accounting rules shall apply to the deductions referred to in points (c) and (d) of the first subparagraph. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by Member States pursuant to \nProtocol No 7 on the privileges and immunities of the European Union, annexed to the TEU and to the TFEU, shall be \ncharged to the budget for the ex-tax amount. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by third countries on the \nbasis of relevant agreements, may be charged to the budget for any of the following amounts: \n(a) the ex-tax amount; \n(b) the tax-inclusive amount. \nIn the case referred to in point (b) of the first subparagraph, subsequently reimbursed taxes shall be treated as internal \nassigned revenue. ', ' \nAdjustments may be made in respect of exchange differences occurring in budget implementation. The final gain or \nloss shall be included in the balance for the financial year. \nCHAPTER 6 \nPrinciple of specification ']",to in point of the first subparagraph
adjustment,make,chapter article,by means of direct deduction against a new interim payment or payment of a balance to the same payee under the chapter article and financial year in respect,"['mean', 'direct deduction', 'new interim payment', 'payment', 'balance', 'payee', 'chapter article', 'financial year', 'respect']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 27  Rules on deductions and exchange rate adjustments ,"[' \nThe following deductions may be made from payment requests which shall then be passed for payment of the net \namount: \n(a) penalties imposed on parties to contracts or beneficiaries; \n(b) discounts, refunds and rebates on individual invoices and cost statements; \n(c) interest generated by pre-financing payments; \n(d) adjustments for amounts unduly paid.   \x0c \nThe adjustments referred to in point (d) of the first subparagraph may be made, by means of direct deduction, against a \nnew interim payment or payment of a balance to the same payee under the chapter, article and financial year in respect \nof which the excess payment was made. \nUnion accounting rules shall apply to the deductions referred to in points (c) and (d) of the first subparagraph. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by Member States pursuant to \nProtocol No 7 on the privileges and immunities of the European Union, annexed to the TEU and to the TFEU, shall be \ncharged to the budget for the ex-tax amount. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by third countries on the \nbasis of relevant agreements, may be charged to the budget for any of the following amounts: \n(a) the ex-tax amount; \n(b) the tax-inclusive amount. \nIn the case referred to in point (b) of the first subparagraph, subsequently reimbursed taxes shall be treated as internal \nassigned revenue. ', ' \nAdjustments may be made in respect of exchange differences occurring in budget implementation. The final gain or \nloss shall be included in the balance for the financial year. \nCHAPTER 6 \nPrinciple of specification ']",by means of direct deduction against a new interim payment or payment of a balance to the same payee under the chapter article and financial year in respect
adjustment,make,budget implementation,in respect of exchange differences occurring in budget implementation,"['respect', 'exchange difference', 'budget implementation']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 27  Rules on deductions and exchange rate adjustments ,"[' \nThe following deductions may be made from payment requests which shall then be passed for payment of the net \namount: \n(a) penalties imposed on parties to contracts or beneficiaries; \n(b) discounts, refunds and rebates on individual invoices and cost statements; \n(c) interest generated by pre-financing payments; \n(d) adjustments for amounts unduly paid.   \x0c \nThe adjustments referred to in point (d) of the first subparagraph may be made, by means of direct deduction, against a \nnew interim payment or payment of a balance to the same payee under the chapter, article and financial year in respect \nof which the excess payment was made. \nUnion accounting rules shall apply to the deductions referred to in points (c) and (d) of the first subparagraph. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by Member States pursuant to \nProtocol No 7 on the privileges and immunities of the European Union, annexed to the TEU and to the TFEU, shall be \ncharged to the budget for the ex-tax amount. ', ' \nThe cost of products or services, provided to the Union, incorporating taxes refunded by third countries on the \nbasis of relevant agreements, may be charged to the budget for any of the following amounts: \n(a) the ex-tax amount; \n(b) the tax-inclusive amount. \nIn the case referred to in point (b) of the first subparagraph, subsequently reimbursed taxes shall be treated as internal \nassigned revenue. ', ' \nAdjustments may be made in respect of exchange differences occurring in budget implementation. The final gain or \nloss shall be included in the balance for the financial year. \nCHAPTER 6 \nPrinciple of specification ']",in respect of exchange differences occurring in budget implementation
transfer,make,early transfer,from which after adjustment for earlier transfers,"['adjustment', 'early transfer']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 28  General provisions ,"[' \nAppropriations shall be earmarked for specific purposes by title and chapter. The chapters shall be further \nsubdivided into articles and items. ', ' \nThe Commission and the other Union institutions may transfer appropriations within the budget subject to the \nspecific conditions laid down in Articles 29 to 32. \nAppropriations may only be transferred to budget lines for which the budget has authorised appropriations or which \ncarry a token entry pro memoria. \nThe limits referred to in Articles 29, 30 and 31 shall be calculated at the time the request for transfer is made and with \nreference to the appropriations provided in the budget, including amending budgets. \nThe amount to be taken into consideration for the purposes of calculating the limits referred to in Articles 29, 30 and 31 \nshall be the sum of the transfers to be made on the budget line from which transfers are being made, after adjustment for \nearlier transfers made. The amount corresponding to the transfers which are carried out autonomously by the \nCommission, or by any other Union institution concerned without a decision of the European Parliament and of the \nCouncil, shall not be taken into consideration. \nProposals for transfers and all information for the European Parliament and for the Council concerning transfers made \nunder Articles 29, 30 and 31 shall be accompanied by appropriate and detailed supporting documents showing the most \nrecent information available for the implementation of appropriations and estimates of requirements up to the end of the \nfinancial year, both for the budget lines to which the appropriations are to be transferred and for those from which they \nare to be taken. ']",from which after adjustment for earlier transfers
appropriation,be,appropriation,to be transferred and for those from which the appropriations are to be taken,['appropriation'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 28  General provisions ,"[' \nAppropriations shall be earmarked for specific purposes by title and chapter. The chapters shall be further \nsubdivided into articles and items. ', ' \nThe Commission and the other Union institutions may transfer appropriations within the budget subject to the \nspecific conditions laid down in Articles 29 to 32. \nAppropriations may only be transferred to budget lines for which the budget has authorised appropriations or which \ncarry a token entry pro memoria. \nThe limits referred to in Articles 29, 30 and 31 shall be calculated at the time the request for transfer is made and with \nreference to the appropriations provided in the budget, including amending budgets. \nThe amount to be taken into consideration for the purposes of calculating the limits referred to in Articles 29, 30 and 31 \nshall be the sum of the transfers to be made on the budget line from which transfers are being made, after adjustment for \nearlier transfers made. The amount corresponding to the transfers which are carried out autonomously by the \nCommission, or by any other Union institution concerned without a decision of the European Parliament and of the \nCouncil, shall not be taken into consideration. \nProposals for transfers and all information for the European Parliament and for the Council concerning transfers made \nunder Articles 29, 30 and 31 shall be accompanied by appropriate and detailed supporting documents showing the most \nrecent information available for the implementation of appropriations and estimates of requirements up to the end of the \nfinancial year, both for the budget lines to which the appropriations are to be transferred and for those from which they \nare to be taken. ']",to be transferred and for those from which the appropriations are to be taken
transfer,make,chapter,from which from one chapter to another without limit,"['chapter', 'limit']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 29  Transfers by Union institutions other than the Commission ,"[' \nAny Union institution other than the Commission may, within its own section of the budget, transfer appropri\xad\nations: \n(a) from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made; \n(b) from one chapter to another without limit. ', ' \nWithout prejudice to paragraph 4 of this Article, three weeks before making a transfer, as referred to in \nparagraph 1, the Union institution shall inform the European Parliament and the Council of its intention to do so. In \nthe event that duly justified objections are raised within that period by either the European Parliament or the Council, the \nprocedure laid down in Article 31 shall apply. \nL 193/40  \n\x0c ', ' \nAny Union institution other than the Commission may propose to the European Parliament and to the Council, \nwithin its own section of the budget, transfers from one title to another exceeding the limit referred to in point (a) of \nparagraph 1 of this Article. Those transfers shall be subject to the procedure laid down in Article 31. ', ' \nAny Union institution other than the Commission may, within its own section of the budget, make transfers within \narticles without informing the European Parliament and the Council beforehand. ']",from which from one chapter to another without limit
union institution commission union institution,make,european parliament,transfers within articles without informing the european parliament and the council beforehand,"['transfer', 'article', 'european parliament', 'council']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 29  Transfers by Union institutions other than the Commission ,"[' \nAny Union institution other than the Commission may, within its own section of the budget, transfer appropri\xad\nations: \n(a) from one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made; \n(b) from one chapter to another without limit. ', ' \nWithout prejudice to paragraph 4 of this Article, three weeks before making a transfer, as referred to in \nparagraph 1, the Union institution shall inform the European Parliament and the Council of its intention to do so. In \nthe event that duly justified objections are raised within that period by either the European Parliament or the Council, the \nprocedure laid down in Article 31 shall apply. \nL 193/40  \n\x0c ', ' \nAny Union institution other than the Commission may propose to the European Parliament and to the Council, \nwithin its own section of the budget, transfers from one title to another exceeding the limit referred to in point (a) of \nparagraph 1 of this Article. Those transfers shall be subject to the procedure laid down in Article 31. ', ' \nAny Union institution other than the Commission may, within its own section of the budget, make transfers within \narticles without informing the European Parliament and the Council beforehand. ']",transfers within articles without informing the european parliament and the council beforehand
transfer,make,financial year,to which with regard to operational expenditure transfer appropriations between chapters within the same title up to a maximum of 10  of the appropriations for the financial year shown on the budget line from which the transfer is made with regard to research and technological development appropriations implemented by the jrc within the title of the budget relating to the direct research policy area transfer appropriations between chapters of up to a maximum of 15  of the appropriations on the budget line from which the transfer is made with regard to research and technological development transfer operational appropriations from one title to another,"['regard', 'operational expenditure transfer appropriation', 'chapter', 'title', 'maximum', 'appropriation', 'financial year', 'budget line', 'transfer', 'regard', 'research technological development appropriation', 'jrc', 'title', 'budget', 'direct research policy area transfer appropriation', 'chapter', 'maximum', 'appropriation', 'budget line', 'transfer', 'regard', 'research technological development transfer', 'operational appropriation', 'title']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",to which with regard to operational expenditure transfer appropriations between chapters within the same title up to a maximum of 10   of the appropriations for the financial year shown on the budget line from which the transfer is made with regard to research and technological development appropriations implemented by the jrc within the title of the budget relating to the direct research policy area transfer appropriations between chapters of up to a maximum of 15   of the appropriations on the budget line from which the transfer is made with regard to research and technological development transfer operational appropriations from one title to another
