Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
vat,be,follow activity,attributable to any of the following activities if according to national law national law,"['follow activity', 'national law national law']",TITLE VIII GRANTS,Article 186  Eligible costs ,"[' \nGrants shall not exceed an overall ceiling expressed in terms of an absolute value (‘maximum grant amount’) which \nshall be established on the basis of: \n(a) the overall amount of financing not linked to costs in the case referred to in point (a) of the first subparagraph of \nArticle 125(1); \n(b) estimated eligible costs, where possible, in the case referred to in point (b) of the first subparagraph of Article 125(1); \n(c) the overall amount of the estimated eligible costs clearly defined in advance in the form of lump sums, unit costs or \nflat rates as referred to in points (c), (d) and (e) of the first subparagraph of Article 125(1). \nWithout prejudice to the basic act, grants may in addition be expressed as a percentage of the estimated eligible costs, \nwhere the grant takes the form specified in point (b) of the first subparagraph, or as a percentage of the lump sums, unit \ncosts or flat rate financing referred to in point (c) of the first subparagraph. \nWhere the grant takes the form specified in point (b) of the first subparagraph of this paragraph and where, due to \nspecificities of an action, the grant can only be expressed in terms of an absolute value, the verification of the eligible \ncosts shall be done in accordance with Article 155(4) and, where applicable, Article 155(5). ', ' \nWithout prejudice to the maximum co-financing rate specified in the basic act: \n(a) the grant shall not exceed the eligible costs; \n(b) where the grant takes the form specified in point (b) of the first subparagraph of paragraph 1 and where the \nestimated eligible costs include costs for volunteers’ work referred to in Article 181(8), the grant shall not exceed \nthe estimated eligible costs other than the costs for volunteers’ work. ', ' \nEligible costs actually incurred by the beneficiary, as referred to in point (b) of the first subparagraph of \nArticle 125(1), shall meet all of the following criteria: \n(a) they are incurred during the duration of the action or of the work programme, with the exception of costs relating to \nfinal reports and audit certificates; \n(b) they are indicated in the estimated overall budget of the action or work programme; \n(c) they are necessary for the implementation of the action or of the work programme which is the subject of the grant; \n(d) they are identifiable and verifiable, in particular being recorded in the accounting records of the beneficiary and \ndetermined according to the applicable accounting standards of the country where the beneficiary is established and \naccording to the usual cost accounting practices of the beneficiary; \n(e) they comply with the requirements of applicable tax and social legislation; \n(f) they are reasonable, justified, and comply with the principle of sound financial management, in particular regarding \neconomy and efficiency. ', ' \nCalls for proposals shall specify the categories of costs considered as eligible for Union funding. \nUnless provided otherwise in the basic act and in addition to paragraph 3 of this Article, the following categories of costs \nshall be eligible where the authorising officer responsible has declared them as such under the call for proposals: \n(a) costs relating to a pre-financing guarantee lodged by the beneficiary, where that guarantee is required by the \nauthorising officer responsible pursuant to Article 152(1); \n(b) costs relating to certificates on the financial statements and operational verification reports, where such certificates or \nreports are required by the authorising officer responsible;   \x0c \n(c) VAT, where it is not recoverable under the applicable national VAT legislation and is paid by a beneficiary other than \na non-taxable person within the meaning of the first subparagraph of Article 13(1) of Council Directive \n2006/112/EC ( 1 ); \n(d) depreciation costs, provided they are actually incurred by the beneficiary; \n(e) salary costs of the personnel of national administrations to the extent that they relate to the cost of activities which \nthe relevant public authority would not carry out if the project concerned were not undertaken. \nFor the purposes of point (c) of the second subparagraph: \n(a) VAT shall be considered as not recoverable if according to national law it is attributable to any of the following \nactivities: \n(i) exempt activities without right of deduction; \n(ii) activities which fall outside the scope of VAT; \n(iii) activities, as referred to in point (i) or (ii), in respect of which VAT is not deductible but refunded by means of \nspecific refund schemes or compensation funds not referred to in Directive 2006/112/EC, even if that scheme or \nfund is established by national VAT legislation; \n(b) VAT relating to the activities listed in Article 13(2) of Directive 2006/112/EC shall be regarded as paid by a \nbeneficiary other than a non-taxable person within the meaning of the first subparagraph of Article 13(1) of that \nDirective, regardless of whether those activities are regarded by the Member State concerned as activities engaged in \nby bodies governed by public law acting as public authorities. ']",attributable to any of the following activities if according to national law national law
proposal entity affiliate beneficiary,provide,,otherwise in the call,[],TITLE VIII GRANTS,Article 187  Affiliated entities and sole beneficiary ,"[' \nFor the purpose of this Title, the following entities shall be considered as entities affiliated to the beneficiary: \n(a) entities forming the sole beneficiary in accordance with paragraph 2; \n(b) entities that satisfy the eligibility criteria and that do not fall within one of the situations referred to in Articles 136(1) \nand 141(1) and that have a link with the beneficiary, in particular a legal or capital link, which is neither limited to \nthe action nor established for the sole purpose of its implementation. \nSection 2 of Chapter 2 of Title V shall apply also to affiliated entities. ', ' \nWhere several entities satisfy the criteria for being awarded a grant and together form one entity, that entity may be \ntreated as the sole beneficiary, including where the entity is specifically established for the purpose of implementing the \naction to be financed by the grant. ', ' \nUnless otherwise provided in the call for proposals, entities affiliated to a beneficiary may participate in the \nimplementation of the action, provided that both of the following conditions are fulfilled: \n(a) the entities concerned are identified in the grant agreement; \n(b) the entities concerned abide by the rules applicable to the beneficiary under the grant agreement with regard to: \n(i) eligibility of costs or conditions triggering the payment; \n(ii) rights of checks and audits by the Commission, OLAF and the Court of Auditors. \nCosts incurred by such entities may be accepted as eligible costs actually incurred or may be covered by lump sums, unit \ncosts and flat-rate financing. \nCHAPTER 2 \nPrinciples ']",otherwise in the call
grant,be,principle,subject to the principles of: equal treatment l 193122    1,['principle'],TITLE VIII GRANTS,Article 188  General principles applicable to grants ,['\nGrants shall be subject to the principles of: \n(a) equal treatment; \nL 193/122    1).\n\x0c \n(b) transparency; \n(c) co-financing; \n(d) non-cumulative award and no double financing; \n(e) non-retroactivity; \n(f) no-profit. '],subject to the principles of : equal treatment l 193122     1
grant,award,article,following a publication of calls for proposals except in the cases referred to in article 195,"['publication', 'call', 'proposal', 'case', 'article']",TITLE VIII GRANTS,Article 189  Transparency ,"[' \nGrants shall be awarded following a publication of calls for proposals, except in the cases referred to in Article 195. ', ' \nAll grants awarded in the course of a financial year shall be published in accordance with Article 38(1) to (4). ', ' \nFollowing the publication referred to in paragraphs 1 and 2, when requested by the European Parliament and by the \nCouncil, the Commission shall forward a report to them on: \n(a) the number of applicants in the preceding financial year; \n(b) the number and percentage of successful applications per call for proposals; \n(c) the average duration of the procedure from the date of closure of the call for proposals to the award of a grant; \n(d) the number and amount of grants for which an ex post publication did not take place in the preceding financial year \nin accordance with Article 38(4). \n(e) any grant awarded to financial institutions, including the EIB or the EIF in accordance with point (g) of the first \nparagraph of Article 195. ']",following a publication of calls for proposals except in the cases referred to in article 195
cofinance,provide,form,in the form of the beneficiarys,"['form', 'beneficiary']",TITLE VIII GRANTS,Article 190  Co-financing ,"[' \nGrants shall involve co-financing. As a result, the resources necessary to carry out the action or the work \nprogramme shall not be provided entirely by the grant. \nCo-financing may be provided in the form of the beneficiary’s own resources, income generated by the action or work \nprogramme or financial or in-kind contributions from third parties. ', ' \nIn-kind contributions from third parties in the form of volunteers’ work valued in accordance with Article 181(8) \nshall be presented as eligible costs in the estimated budget. They shall be presented separately from other eligible costs. \nVolunteers’ work may comprise up to 50 % of the co-financing. For the purposes of calculating that percentage, in-kind \ncontributions and other co-financing shall be based on the estimates provided by the applicant. \nOther in-kind contributions from third parties shall be presented separately from the contributions to the eligible costs in \nthe estimated budget. Their approximate value shall be indicated in the estimated budget and shall not be subject to \nsubsequent changes. ', ' \nBy way of derogation from paragraph 1, an external action may be financed in full by the grant where this is \nessential for it to be carried out. In such a case, justification shall be provided in the award decision. ', ' \nThis Article shall not apply to interest rate rebates and guarantee fee subsidies. ']",in the form of the beneficiarys
inkind contribution party,be,subsequent change,subject to subsequent changes,['subsequent change'],TITLE VIII GRANTS,Article 190  Co-financing ,"[' \nGrants shall involve co-financing. As a result, the resources necessary to carry out the action or the work \nprogramme shall not be provided entirely by the grant. \nCo-financing may be provided in the form of the beneficiary’s own resources, income generated by the action or work \nprogramme or financial or in-kind contributions from third parties. ', ' \nIn-kind contributions from third parties in the form of volunteers’ work valued in accordance with Article 181(8) \nshall be presented as eligible costs in the estimated budget. They shall be presented separately from other eligible costs. \nVolunteers’ work may comprise up to 50 % of the co-financing. For the purposes of calculating that percentage, in-kind \ncontributions and other co-financing shall be based on the estimates provided by the applicant. \nOther in-kind contributions from third parties shall be presented separately from the contributions to the eligible costs in \nthe estimated budget. Their approximate value shall be indicated in the estimated budget and shall not be subject to \nsubsequent changes. ', ' \nBy way of derogation from paragraph 1, an external action may be financed in full by the grant where this is \nessential for it to be carried out. In such a case, justification shall be provided in the award decision. ', ' \nThis Article shall not apply to interest rate rebates and guarantee fee subsidies. ']",subject to subsequent changes
article,apply,interest rate rebate,to interest rate rebates,['interest rate rebate'],TITLE VIII GRANTS,Article 190  Co-financing ,"[' \nGrants shall involve co-financing. As a result, the resources necessary to carry out the action or the work \nprogramme shall not be provided entirely by the grant. \nCo-financing may be provided in the form of the beneficiary’s own resources, income generated by the action or work \nprogramme or financial or in-kind contributions from third parties. ', ' \nIn-kind contributions from third parties in the form of volunteers’ work valued in accordance with Article 181(8) \nshall be presented as eligible costs in the estimated budget. They shall be presented separately from other eligible costs. \nVolunteers’ work may comprise up to 50 % of the co-financing. For the purposes of calculating that percentage, in-kind \ncontributions and other co-financing shall be based on the estimates provided by the applicant. \nOther in-kind contributions from third parties shall be presented separately from the contributions to the eligible costs in \nthe estimated budget. Their approximate value shall be indicated in the estimated budget and shall not be subject to \nsubsequent changes. ', ' \nBy way of derogation from paragraph 1, an external action may be financed in full by the grant where this is \nessential for it to be carried out. In such a case, justification shall be provided in the award decision. ', ' \nThis Article shall not apply to interest rate rebates and guarantee fee subsidies. ']",to interest rate rebates
beneficiary,award,financial year,only one operating grant from the budget per financial year,"['operating grant', 'budget', 'financial year']",TITLE VIII GRANTS,Article 191  Principle of non-cumulative award and prohibition of double funding ,"[' \nEach action may give rise to the award of only one grant from the budget to any one beneficiary, except where \notherwise authorised in the relevant basic acts. \nA beneficiary may be awarded only one operating grant from the budget per financial year. \nAn action may be financed jointly from separate budget lines by different authorising officers responsible.   \x0c ', ' \nThe applicant shall immediately inform the authorising officers of any multiple applications and multiple grants \nrelating to the same action or to the same work programme. ', ' \nIn no circumstances shall the same costs be financed twice by the budget. ', ' \nIn relation to the following types of support, paragraphs 1 and 2 shall not apply and, where appropriate, the \nCommission may decide not to verify whether the same cost was financed twice: \n(a) study, research, training or education support paid to natural persons; \n(b) direct support paid to natural persons most in need, such as unemployed persons and refugees. ']",only one operating grant from the budget per financial year
grant,have,work programme,the purpose or effect of producing a profit within the framework of the action or the work programme of the beneficiary (noprofit principle,"['purpose', 'effect', 'profit', 'framework', 'action', 'work programme', 'beneficiary', 'noprofit principle']",TITLE VIII GRANTS,Article 192  No-profit principle ,"[' \nGrants shall not have the purpose or effect of producing a profit within the framework of the action or the work \nprogramme of the beneficiary (‘no-profit principle’). ', ' \nFor the purposes of paragraph 1, a profit shall be defined as a surplus, calculated at the payment of the balance, of \nreceipts over the eligible costs of the action or work programme, where receipts are limited to the Union grant and the \nrevenue generated by that action or work programme. \nIn the case of an operating grant, amounts dedicated to the building up of reserves shall not be taken into account for \nverifying compliance with the no-profit principle. ', ' \nParagraph 1 shall not apply to: \n(a) actions the objective of which is the reinforcement of the financial capacity of a beneficiary, or actions which generate \nincome to ensure their continuity after the period of Union financing provided for in the grant agreement; \n(b) study, research, training or education support paid to natural persons or other direct support paid to natural persons \nmost in need, such as unemployed persons and refugees; \n(c) actions implemented by non-profit organisations; \n(d) grants in the form referred to in point (a) of the first subparagraph of Article 125(1); \n(e) low value grants. ', ' \nWhere a profit is made, the Commission shall be entitled to recover the percentage of the profit corresponding to \nthe Union contribution to the eligible costs actually incurred by the beneficiary in carrying out the action or work \nprogramme. ']",the purpose or effect of producing a profit within the framework of the action or the work programme of the beneficiary  noprofit principle
paragraph 1,apply,article,to: actions the objective of which is the reinforcement of the financial capacity of a beneficiary or actions which generate income to ensure income continuity after the period of union financing provided for in the grant agreement study research training or education support paid to natural persons or other direct support paid to natural persons most in need such as unemployed persons and refugees actions implemented by nonprofit organisations grants in the form referred to in point of the first subparagraph of article 125(1) low value grants,"['action', 'objective', 'reinforcement', 'financial capacity', 'beneficiary', 'action', 'income', 'income continuity', 'period', 'union financing', 'grant agreement study research training education support', 'natural person', 'direct support', 'natural person', 'need', 'unemployed person refugee action', 'nonprofit organisation grant', 'form', 'point', 'subparagraph', 'article']",TITLE VIII GRANTS,Article 192  No-profit principle ,"[' \nGrants shall not have the purpose or effect of producing a profit within the framework of the action or the work \nprogramme of the beneficiary (‘no-profit principle’). ', ' \nFor the purposes of paragraph 1, a profit shall be defined as a surplus, calculated at the payment of the balance, of \nreceipts over the eligible costs of the action or work programme, where receipts are limited to the Union grant and the \nrevenue generated by that action or work programme. \nIn the case of an operating grant, amounts dedicated to the building up of reserves shall not be taken into account for \nverifying compliance with the no-profit principle. ', ' \nParagraph 1 shall not apply to: \n(a) actions the objective of which is the reinforcement of the financial capacity of a beneficiary, or actions which generate \nincome to ensure their continuity after the period of Union financing provided for in the grant agreement; \n(b) study, research, training or education support paid to natural persons or other direct support paid to natural persons \nmost in need, such as unemployed persons and refugees; \n(c) actions implemented by non-profit organisations; \n(d) grants in the form referred to in point (a) of the first subparagraph of Article 125(1); \n(e) low value grants. ', ' \nWhere a profit is made, the Commission shall be entitled to recover the percentage of the profit corresponding to \nthe Union contribution to the eligible costs actually incurred by the beneficiary in carrying out the action or work \nprogramme. ']",to : actions the objective of which is the reinforcement of the financial capacity of a beneficiary or actions which generate income to ensure income continuity after the period of union financing provided for in the grant agreement study research training or education support paid to natural persons or other direct support paid to natural persons most in need such as unemployed persons and refugees actions implemented by nonprofit organisations grants in the form referred to in point of the first subparagraph of article 1251  low value grants
objective,be,article,the reinforcement of the financial capacity of a beneficiary or actions which generate income to ensure income continuity after the period of union financing provided for in the grant agreement study research training or education support paid to natural persons or other direct support paid to natural persons most in need such as unemployed persons and refugees actions implemented by nonprofit organisations grants in the form referred to in point of the first subparagraph of article 125(1) low value grants,"['reinforcement', 'financial capacity', 'beneficiary', 'action', 'income', 'income continuity', 'period', 'union financing', 'grant agreement study research training education support', 'natural person', 'direct support', 'natural person', 'need', 'unemployed person refugee action', 'nonprofit organisation grant', 'form', 'point', 'subparagraph', 'article']",TITLE VIII GRANTS,Article 192  No-profit principle ,"[' \nGrants shall not have the purpose or effect of producing a profit within the framework of the action or the work \nprogramme of the beneficiary (‘no-profit principle’). ', ' \nFor the purposes of paragraph 1, a profit shall be defined as a surplus, calculated at the payment of the balance, of \nreceipts over the eligible costs of the action or work programme, where receipts are limited to the Union grant and the \nrevenue generated by that action or work programme. \nIn the case of an operating grant, amounts dedicated to the building up of reserves shall not be taken into account for \nverifying compliance with the no-profit principle. ', ' \nParagraph 1 shall not apply to: \n(a) actions the objective of which is the reinforcement of the financial capacity of a beneficiary, or actions which generate \nincome to ensure their continuity after the period of Union financing provided for in the grant agreement; \n(b) study, research, training or education support paid to natural persons or other direct support paid to natural persons \nmost in need, such as unemployed persons and refugees; \n(c) actions implemented by non-profit organisations; \n(d) grants in the form referred to in point (a) of the first subparagraph of Article 125(1); \n(e) low value grants. ', ' \nWhere a profit is made, the Commission shall be entitled to recover the percentage of the profit corresponding to \nthe Union contribution to the eligible costs actually incurred by the beneficiary in carrying out the action or work \nprogramme. ']",the reinforcement of the financial capacity of a beneficiary or actions which generate income to ensure income continuity after the period of union financing provided for in the grant agreement study research training or education support paid to natural persons or other direct support paid to natural persons most in need such as unemployed persons and refugees actions implemented by nonprofit organisations grants in the form referred to in point of the first subparagraph of article 1251  low value grants
grant,award,grant agreement,for an action which has already begun provided that the applicant can demonstrate the need for starting the action prior to signature of the grant agreement,"['action', 'applicant', 'need', 'action', 'signature', 'grant agreement']",TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",for an action which has already begun provided that the applicant can demonstrate the need for starting the action prior to signature of the grant agreement
early intervention union,be,major importance,whereby of major importance,['major importance'],TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",whereby of major importance
reason derogation,refer,second subparagraph,in the case to in point of the second subparagraph,"['case', 'point', 'second subparagraph']",TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",in the case to in point of the second subparagraph
cost incur beneficiary,be,union financing,eligible for union financing under the following conditions,"['union financing', 'follow condition']",TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",eligible for union financing under the following conditions
authorise officer responsible,refer,article,to in the first paragraph of article 195 whereby an early intervention by the union would be of major importance under the heading derogations from the principle of nonretroactivity pursuant to article 193 of the financial regulation in the annual activity report,"['paragraph', 'article', 'early intervention', 'union', 'major importance', 'head derogation', 'principle', 'nonretroactivity', 'article', 'financial regulation', 'annual activity report']",TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",to in the first paragraph of article 195 whereby an early intervention by the union would be of major importance under the heading derogations from the principle of nonretroactivity pursuant to article 193 of the financial regulation in the annual activity report
early intervention union,be,article,whereby of major importance under the heading derogations from the principle of nonretroactivity pursuant to article 193 of the financial regulation in the annual activity report,"['major importance', 'head derogation', 'principle', 'nonretroactivity', 'article', 'financial regulation', 'annual activity report']",TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",whereby of major importance under the heading derogations from the principle of nonretroactivity pursuant to article 193 of the financial regulation in the annual activity report
grant,award,action,retroactively for actions already completed,['action'],TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",retroactively for actions already completed
start bene­ficiarys financial year,be,financing,eligible for financing,['financing'],TITLE VIII GRANTS,Article 193  Principle of non-retroactivity ,"[' \nUnless otherwise provided in this Article grants shall not be awarded retroactively. ', ' \nA grant may be awarded for an action which has already begun provided that the applicant can demonstrate the \nneed for starting the action prior to signature of the grant agreement. \nIn such cases, costs incurred prior to the date of submission of the grant application shall not be eligible, except: \n(a) in duly justified exceptional cases as provided for in the basic act; or \n(b) in the event of extreme urgency for measures referred to in point (a) or (b) of the first paragraph of Article 195 \nwhereby an early intervention by the Union would be of major importance. \nIn the case referred to in point (b) of the second subparagraph, the costs incurred by a beneficiary before the date of \nsubmission of the application shall be eligible for Union financing under the following conditions: \n(a) the reasons for such derogation have been properly substantiated by the authorising officer responsible; \n(b) the grant agreement explicitly sets the eligibility date earlier than the date for submission of applications. \nThe authorising officer by delegation shall report on each of the cases referred to in this paragraph under the heading \n‘Derogations from the principle of non-retroactivity pursuant to Article 193 of the Financial Regulation’ in the annual \nactivity report referred to in Article 74(9). \nL 193/124  \n\x0c ', ' \nGrants shall not be awarded retroactively for actions already completed. ', ' \nIn the case of operating grants, the grant agreement shall be signed within four months of the start of the \nbeneficiary’s financial year. Costs incurred before the grant application was submitted or before the start of the bene\xad\nficiary’s financial year shall not be eligible for financing. The first instalment shall be paid to the beneficiary within 30 \ncalendar days of the signature of the grant agreement. \nCHAPTER 3 \nGrant award procedure and grant agreement ']",eligible for financing
