Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
entity,entrust,article,may open fiduciary accounts within the meaning of article 85(3) on behalf of the union with the implementation of financial instruments,"['fiduciary account', 'mean', 'article', 'behalf', 'union', 'implementation', 'financial instrument']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 215  Rules and implementation ,"[' \nNotwithstanding Article 208(1), financial instruments may be established, in duly justified cases, without being \nauthorised by means of a basic act, provided that such instruments are included in the draft budget in accordance with \npoint (e) of the first subparagraph of Article 41(4). ', ' \nWhere financial instruments or budgetary guarantees are combined within a single agreement with ancillary support \nfrom the budget, including grants, this Title shall apply to the whole measure. The reporting shall be carried out in \naccordance with Article 250 and shall clearly identify which parts of the measure are financial instruments or budgetary \nguarantees. ', ' \nThe Commission shall ensure a harmonised and simplified management of financial instruments, in particular in the \narea of accounting, reporting, monitoring and financial risk management. ', ' \nWhere the Union participates in a financial instrument as a minority stakeholder, the Commission shall ensure \ncompliance with this Title in accordance with the principle of proportionality, on the basis of the size and value of the \nparticipation of the Union in the instrument. However, irrespective of the size and value of the Union participation in the \ninstrument, the Commission shall ensure compliance with Articles 129 and 155, Article 209(2) and (4), Article 250 and, \ninsofar as the exclusion situations referred to in point (d) of Article 136(1) are concerned, Section 2 of Chapter 2 of \nTitle V. ', ' \nWhere the European Parliament or the Council consider that a financial instrument has not achieved its objectives \neffectively, they may request that the Commission submit a proposal for a revised basic act with a view to winding down \nthe instrument. In the event of the winding down of the financial instrument, any new amount paid back to that \ninstrument pursuant to Article 209(3) shall be considered as general revenue and returned to the budget. ', ' \nThe purpose of the financial instruments or a grouping of financial instruments on a facility level and, where \napplicable, their specific legal form and place of registration shall be published on the Commission website. ', ' \nEntities entrusted with the implementation of financial instruments may open fiduciary accounts within the \nmeaning of Article 85(3) on behalf of the Union. Those entities shall send the corresponding account statements to \nthe Commission’s responsible service. Payments to fiduciary accounts shall be made by the Commission on the basis of \npayment requests that are duly substantiated with disbursement forecasts, taking into account the balances available on \nthe fiduciary accounts and the need to avoid excessive balances on such accounts. ']",may open fiduciary accounts within the meaning of article 853  on behalf of the union with the implementation of financial instruments
entity,entrust,financial instrument,shall send the corresponding account statements to a basic acts responsible service with the implementation of financial instruments,"['correspond account statement', 'basic act', 'responsible service', 'implementation', 'financial instrument']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 215  Rules and implementation ,"[' \nNotwithstanding Article 208(1), financial instruments may be established, in duly justified cases, without being \nauthorised by means of a basic act, provided that such instruments are included in the draft budget in accordance with \npoint (e) of the first subparagraph of Article 41(4). ', ' \nWhere financial instruments or budgetary guarantees are combined within a single agreement with ancillary support \nfrom the budget, including grants, this Title shall apply to the whole measure. The reporting shall be carried out in \naccordance with Article 250 and shall clearly identify which parts of the measure are financial instruments or budgetary \nguarantees. ', ' \nThe Commission shall ensure a harmonised and simplified management of financial instruments, in particular in the \narea of accounting, reporting, monitoring and financial risk management. ', ' \nWhere the Union participates in a financial instrument as a minority stakeholder, the Commission shall ensure \ncompliance with this Title in accordance with the principle of proportionality, on the basis of the size and value of the \nparticipation of the Union in the instrument. However, irrespective of the size and value of the Union participation in the \ninstrument, the Commission shall ensure compliance with Articles 129 and 155, Article 209(2) and (4), Article 250 and, \ninsofar as the exclusion situations referred to in point (d) of Article 136(1) are concerned, Section 2 of Chapter 2 of \nTitle V. ', ' \nWhere the European Parliament or the Council consider that a financial instrument has not achieved its objectives \neffectively, they may request that the Commission submit a proposal for a revised basic act with a view to winding down \nthe instrument. In the event of the winding down of the financial instrument, any new amount paid back to that \ninstrument pursuant to Article 209(3) shall be considered as general revenue and returned to the budget. ', ' \nThe purpose of the financial instruments or a grouping of financial instruments on a facility level and, where \napplicable, their specific legal form and place of registration shall be published on the Commission website. ', ' \nEntities entrusted with the implementation of financial instruments may open fiduciary accounts within the \nmeaning of Article 85(3) on behalf of the Union. Those entities shall send the corresponding account statements to \nthe Commission’s responsible service. Payments to fiduciary accounts shall be made by the Commission on the basis of \npayment requests that are duly substantiated with disbursement forecasts, taking into account the balances available on \nthe fiduciary accounts and the need to avoid excessive balances on such accounts. ']",shall send the corresponding account statements to a basic acts responsible service with the implementation of financial instruments
payment fiduciary account,make,basic act,by a basic act on the basis of payment requests that are duly substantiated with disbursement forecasts taking into account,"['basic act', 'basis', 'payment request', 'disbursement forecast', 'account']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 215  Rules and implementation ,"[' \nNotwithstanding Article 208(1), financial instruments may be established, in duly justified cases, without being \nauthorised by means of a basic act, provided that such instruments are included in the draft budget in accordance with \npoint (e) of the first subparagraph of Article 41(4). ', ' \nWhere financial instruments or budgetary guarantees are combined within a single agreement with ancillary support \nfrom the budget, including grants, this Title shall apply to the whole measure. The reporting shall be carried out in \naccordance with Article 250 and shall clearly identify which parts of the measure are financial instruments or budgetary \nguarantees. ', ' \nThe Commission shall ensure a harmonised and simplified management of financial instruments, in particular in the \narea of accounting, reporting, monitoring and financial risk management. ', ' \nWhere the Union participates in a financial instrument as a minority stakeholder, the Commission shall ensure \ncompliance with this Title in accordance with the principle of proportionality, on the basis of the size and value of the \nparticipation of the Union in the instrument. However, irrespective of the size and value of the Union participation in the \ninstrument, the Commission shall ensure compliance with Articles 129 and 155, Article 209(2) and (4), Article 250 and, \ninsofar as the exclusion situations referred to in point (d) of Article 136(1) are concerned, Section 2 of Chapter 2 of \nTitle V. ', ' \nWhere the European Parliament or the Council consider that a financial instrument has not achieved its objectives \neffectively, they may request that the Commission submit a proposal for a revised basic act with a view to winding down \nthe instrument. In the event of the winding down of the financial instrument, any new amount paid back to that \ninstrument pursuant to Article 209(3) shall be considered as general revenue and returned to the budget. ', ' \nThe purpose of the financial instruments or a grouping of financial instruments on a facility level and, where \napplicable, their specific legal form and place of registration shall be published on the Commission website. ', ' \nEntities entrusted with the implementation of financial instruments may open fiduciary accounts within the \nmeaning of Article 85(3) on behalf of the Union. Those entities shall send the corresponding account statements to \nthe Commission’s responsible service. Payments to fiduciary accounts shall be made by the Commission on the basis of \npayment requests that are duly substantiated with disbursement forecasts, taking into account the balances available on \nthe fiduciary accounts and the need to avoid excessive balances on such accounts. ']",by a basic act on the basis of payment requests that are duly substantiated with disbursement forecasts taking into account
financial instrument,implement,article 621,directly pursuant to point of the first subparagraph of article 62(1 through any of the following: a dedicated investment vehicle in which the commission participates together with other public or private investors with a view to increasing the leverage effect of the union contribution loans guarantees equity participations and other risksharing instruments other than investments in dedicated investment vehicles provided directly to final recipients or through financial intermediaries,"['point', 'subparagraph', 'article 621', 'follow', 'dedicated investment vehicle', 'commission', 'public private investor', 'view', 'leverage effect', 'union contribution loan', 'equity participation', 'riskshare instrument', 'investment', 'dedicated investment vehicle', 'final recipient', 'financial intermediary']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 216  Financial instruments directly implemented by the Commission ,"[' \nFinancial instruments may be directly implemented pursuant to point (a) of the first subparagraph of Article 62(1) \nthrough any of the following: \n(a) a dedicated investment vehicle in which the Commission participates together with other public or private investors \nwith a view to increasing the leverage effect of the Union contribution; \n(b) loans, guarantees, equity participations and other risk-sharing instruments other than investments in dedicated \ninvestment vehicles, provided directly to final recipients or through financial intermediaries.   \x0c ', ' \nDedicated investment vehicles referred to in point (a) of paragraph 1 shall be established pursuant to the laws of a \nMember State. In the field of external actions, they may also be established pursuant to the laws of a country other than a \nMember State. The managers of such vehicles shall be obliged by law or contractually to act with the diligence of a \nprofessional manager and in good faith. ', ' \nThe managers of dedicated investment vehicles referred to in point (a) of paragraph 1 and financial intermediaries \nor final recipients of financial instruments shall be selected with due account to the nature of the financial instrument to \nbe implemented, the experience and the financial and operational capacity of the entities concerned, and the economic \nviability of projects of final recipients. The selection shall be transparent, justified on objective grounds and shall not give \nrise to a conflict of interests. ']",directly pursuant to point of the first subparagraph of article 621 through any of the following : a dedicated investment vehicle in which the commission participates together with other public or private investors with a view to increasing the leverage effect of the union contribution loans guarantees equity participations and other risksharing instruments other than investments in dedicated investment vehicles provided directly to final recipients or through financial intermediaries
dedicated investment vehicle,refer,paragraph,shall be established pursuant to the laws of a member state to in point of paragraph 1,"['law', 'member state', 'point', 'paragraph']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 216  Financial instruments directly implemented by the Commission ,"[' \nFinancial instruments may be directly implemented pursuant to point (a) of the first subparagraph of Article 62(1) \nthrough any of the following: \n(a) a dedicated investment vehicle in which the Commission participates together with other public or private investors \nwith a view to increasing the leverage effect of the Union contribution; \n(b) loans, guarantees, equity participations and other risk-sharing instruments other than investments in dedicated \ninvestment vehicles, provided directly to final recipients or through financial intermediaries.   \x0c ', ' \nDedicated investment vehicles referred to in point (a) of paragraph 1 shall be established pursuant to the laws of a \nMember State. In the field of external actions, they may also be established pursuant to the laws of a country other than a \nMember State. The managers of such vehicles shall be obliged by law or contractually to act with the diligence of a \nprofessional manager and in good faith. ', ' \nThe managers of dedicated investment vehicles referred to in point (a) of paragraph 1 and financial intermediaries \nor final recipients of financial instruments shall be selected with due account to the nature of the financial instrument to \nbe implemented, the experience and the financial and operational capacity of the entities concerned, and the economic \nviability of projects of final recipients. The selection shall be transparent, justified on objective grounds and shall not give \nrise to a conflict of interests. ']",shall be established pursuant to the laws of a member state to in point of paragraph 1
manager vehicle,refer,paragraph 1 financial intermediary,shall be selected with due account to the nature of the financial instrument to be implemented the experience and the financial and operational capacity of the entities concerned and the economic viability of projects of final recipients to in point of paragraph 1 and financial intermediaries or final recipients of financial instruments,"['account', 'nature', 'financial instrument', 'experience', 'financial operational capacity', 'entity', 'economic viability', 'project', 'final recipient', 'point', 'paragraph 1 financial intermediary', 'final recipient', 'financial instrument']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 216  Financial instruments directly implemented by the Commission ,"[' \nFinancial instruments may be directly implemented pursuant to point (a) of the first subparagraph of Article 62(1) \nthrough any of the following: \n(a) a dedicated investment vehicle in which the Commission participates together with other public or private investors \nwith a view to increasing the leverage effect of the Union contribution; \n(b) loans, guarantees, equity participations and other risk-sharing instruments other than investments in dedicated \ninvestment vehicles, provided directly to final recipients or through financial intermediaries.   \x0c ', ' \nDedicated investment vehicles referred to in point (a) of paragraph 1 shall be established pursuant to the laws of a \nMember State. In the field of external actions, they may also be established pursuant to the laws of a country other than a \nMember State. The managers of such vehicles shall be obliged by law or contractually to act with the diligence of a \nprofessional manager and in good faith. ', ' \nThe managers of dedicated investment vehicles referred to in point (a) of paragraph 1 and financial intermediaries \nor final recipients of financial instruments shall be selected with due account to the nature of the financial instrument to \nbe implemented, the experience and the financial and operational capacity of the entities concerned, and the economic \nviability of projects of final recipients. The selection shall be transparent, justified on objective grounds and shall not give \nrise to a conflict of interests. ']",shall be selected with due account to the nature of the financial instrument to be implemented the experience and the financial and operational capacity of the entities concerned and the economic viability of projects of final recipients to in point of paragraph 1 and financial intermediaries or final recipients of financial instruments
manager vehicle,implement,financial operational capacity,the experience and the financial and operational capacity of the entities concerned and the economic viability of projects of final recipients,"['experience', 'financial operational capacity', 'entity', 'economic viability', 'project', 'final recipient']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 216  Financial instruments directly implemented by the Commission ,"[' \nFinancial instruments may be directly implemented pursuant to point (a) of the first subparagraph of Article 62(1) \nthrough any of the following: \n(a) a dedicated investment vehicle in which the Commission participates together with other public or private investors \nwith a view to increasing the leverage effect of the Union contribution; \n(b) loans, guarantees, equity participations and other risk-sharing instruments other than investments in dedicated \ninvestment vehicles, provided directly to final recipients or through financial intermediaries.   \x0c ', ' \nDedicated investment vehicles referred to in point (a) of paragraph 1 shall be established pursuant to the laws of a \nMember State. In the field of external actions, they may also be established pursuant to the laws of a country other than a \nMember State. The managers of such vehicles shall be obliged by law or contractually to act with the diligence of a \nprofessional manager and in good faith. ', ' \nThe managers of dedicated investment vehicles referred to in point (a) of paragraph 1 and financial intermediaries \nor final recipients of financial instruments shall be selected with due account to the nature of the financial instrument to \nbe implemented, the experience and the financial and operational capacity of the entities concerned, and the economic \nviability of projects of final recipients. The selection shall be transparent, justified on objective grounds and shall not give \nrise to a conflict of interests. ']",the experience and the financial and operational capacity of the entities concerned and the economic viability of projects of final recipients
contribution fund implement share management,use,accordance,in accordance with the objectives of the respective funds to actions and final recipients consistent with the programme or programmes from which contributions are made,"['accordance', 'objective', 'respective fund', 'action', 'final recipient', 'programme', 'programme', 'contribution']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 217  Treatment of contributions from funds implemented under shared management ,"[' \nSeparate records shall be kept for contributions to financial instruments established under this Section from funds \nimplemented under shared management. ', ' \nContributions from funds implemented under shared management shall be placed in separate accounts and used in \naccordance with the objectives of the respective funds to actions and final recipients consistent with the programme or \nprogrammes from which contributions are made. ', ' \nAs regards contributions from funds implemented under shared management to financial instruments established \nunder this Section, sector-specific rules shall apply. Notwithstanding the first sentence, managing authorities may rely on \nan existing ex ante evaluation, carried out in accordance with point (h) of the first subparagraph and the second \nsubparagraph of Article 209(2), prior to contributing to an existing financial instrument. \nS e c t i o n 2 \nB u d g e t a r y g u a r a n t e e s ']",in accordance with the objectives of the respective funds to actions and final recipients consistent with the programme or programmes from which contributions are made
manage authority,rely,article,notwithstanding the first sentence on an existing ex ante evaluation carried out in accordance with point of the first subparagraph and the second subparagraph of article 209(2) prior to contributing to an existing financial instrument,"['sentence', 'exist ex ante evaluation', 'accordance', 'point', 'subparagraph', 'second subparagraph', 'article', 'exist financial instrument']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 217  Treatment of contributions from funds implemented under shared management ,"[' \nSeparate records shall be kept for contributions to financial instruments established under this Section from funds \nimplemented under shared management. ', ' \nContributions from funds implemented under shared management shall be placed in separate accounts and used in \naccordance with the objectives of the respective funds to actions and final recipients consistent with the programme or \nprogrammes from which contributions are made. ', ' \nAs regards contributions from funds implemented under shared management to financial instruments established \nunder this Section, sector-specific rules shall apply. Notwithstanding the first sentence, managing authorities may rely on \nan existing ex ante evaluation, carried out in accordance with point (h) of the first subparagraph and the second \nsubparagraph of Article 209(2), prior to contributing to an existing financial instrument. \nS e c t i o n 2 \nB u d g e t a r y g u a r a n t e e s ']",notwithstanding the first sentence on an existing ex ante evaluation carried out in accordance with point of the first subparagraph and the second subparagraph of article 2092  prior to contributing to an existing financial instrument
budgetary guarantee,cover,operation,on demand for the types of operations,"['demand', 'type', 'operation']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 219  Implementation of budgetary guarantees ,"[' \nBudgetary guarantees shall be irrevocable, unconditional and on demand for the types of operations covered. ', ' \nBudgetary guarantees shall be implemented pursuant to point (c) of the first subparagraph of Article 62(1) or, in \nexceptional cases, pursuant to point (a) of the first subparagraph of Article 62(1). ', ' \nA budgetary guarantee shall only cover financing and investment operations which comply with points (a) to (d) of \nthe first subparagraph of Article 209(2). ', ' \nCounterparts shall contribute with their own resources to the operations covered by the budgetary guarantee. \nL 193/138  \n\x0c ', ' \nThe Commission shall conclude a guarantee agreement with the counterpart. The granting of the budgetary \nguarantee is subject to the entry into force of the guarantee agreement. ', ' \nCounterparts shall provide the Commission annually with: \n(a) a risk assessment and grading information concerning the operations covered by the budgetary guarantee as well as \nexpected defaults; \n(b) information on the outstanding financial obligation arising for the Union from the budgetary guarantee, broken down \nby individual operations, measured in compliance with the Union accounting rules as referred to in Article 80 or with \nIPSAS; \n(c) the total profits or losses deriving from the operations covered by the budgetary guarantee. \nS e c t i o n 3 \nF i n a n c i a l a s s i s t a n c e ']",on demand for the types of operations
budgetary guarantee,implement,article 621,pursuant to point of the first subparagraph of article 62(1) in exceptional cases pursuant to point of the first subparagraph of article 62(1,"['point', 'subparagraph', 'article 621', 'exceptional case', 'point', 'subparagraph', 'article 621']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 219  Implementation of budgetary guarantees ,"[' \nBudgetary guarantees shall be irrevocable, unconditional and on demand for the types of operations covered. ', ' \nBudgetary guarantees shall be implemented pursuant to point (c) of the first subparagraph of Article 62(1) or, in \nexceptional cases, pursuant to point (a) of the first subparagraph of Article 62(1). ', ' \nA budgetary guarantee shall only cover financing and investment operations which comply with points (a) to (d) of \nthe first subparagraph of Article 209(2). ', ' \nCounterparts shall contribute with their own resources to the operations covered by the budgetary guarantee. \nL 193/138  \n\x0c ', ' \nThe Commission shall conclude a guarantee agreement with the counterpart. The granting of the budgetary \nguarantee is subject to the entry into force of the guarantee agreement. ', ' \nCounterparts shall provide the Commission annually with: \n(a) a risk assessment and grading information concerning the operations covered by the budgetary guarantee as well as \nexpected defaults; \n(b) information on the outstanding financial obligation arising for the Union from the budgetary guarantee, broken down \nby individual operations, measured in compliance with the Union accounting rules as referred to in Article 80 or with \nIPSAS; \n(c) the total profits or losses deriving from the operations covered by the budgetary guarantee. \nS e c t i o n 3 \nF i n a n c i a l a s s i s t a n c e ']",pursuant to point of the first subparagraph of article 621  in exceptional cases pursuant to point of the first subparagraph of article 621
budgetary guarantee,cover,article,financing and investment operations which comply with points to of the first subparagraph of article 209(2 only,"['finance investment operation', 'point', 'subparagraph', 'article']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 219  Implementation of budgetary guarantees ,"[' \nBudgetary guarantees shall be irrevocable, unconditional and on demand for the types of operations covered. ', ' \nBudgetary guarantees shall be implemented pursuant to point (c) of the first subparagraph of Article 62(1) or, in \nexceptional cases, pursuant to point (a) of the first subparagraph of Article 62(1). ', ' \nA budgetary guarantee shall only cover financing and investment operations which comply with points (a) to (d) of \nthe first subparagraph of Article 209(2). ', ' \nCounterparts shall contribute with their own resources to the operations covered by the budgetary guarantee. \nL 193/138  \n\x0c ', ' \nThe Commission shall conclude a guarantee agreement with the counterpart. The granting of the budgetary \nguarantee is subject to the entry into force of the guarantee agreement. ', ' \nCounterparts shall provide the Commission annually with: \n(a) a risk assessment and grading information concerning the operations covered by the budgetary guarantee as well as \nexpected defaults; \n(b) information on the outstanding financial obligation arising for the Union from the budgetary guarantee, broken down \nby individual operations, measured in compliance with the Union accounting rules as referred to in Article 80 or with \nIPSAS; \n(c) the total profits or losses deriving from the operations covered by the budgetary guarantee. \nS e c t i o n 3 \nF i n a n c i a l a s s i s t a n c e ']",financing and investment operations which comply with points to of the first subparagraph of article 2092 only
counterpart,contribute,budgetary guarantee,own resources to the operations covered by a budgetary guarantee with counterparts,"['resource', 'operation', 'budgetary guarantee', 'counterpart']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 219  Implementation of budgetary guarantees ,"[' \nBudgetary guarantees shall be irrevocable, unconditional and on demand for the types of operations covered. ', ' \nBudgetary guarantees shall be implemented pursuant to point (c) of the first subparagraph of Article 62(1) or, in \nexceptional cases, pursuant to point (a) of the first subparagraph of Article 62(1). ', ' \nA budgetary guarantee shall only cover financing and investment operations which comply with points (a) to (d) of \nthe first subparagraph of Article 209(2). ', ' \nCounterparts shall contribute with their own resources to the operations covered by the budgetary guarantee. \nL 193/138  \n\x0c ', ' \nThe Commission shall conclude a guarantee agreement with the counterpart. The granting of the budgetary \nguarantee is subject to the entry into force of the guarantee agreement. ', ' \nCounterparts shall provide the Commission annually with: \n(a) a risk assessment and grading information concerning the operations covered by the budgetary guarantee as well as \nexpected defaults; \n(b) information on the outstanding financial obligation arising for the Union from the budgetary guarantee, broken down \nby individual operations, measured in compliance with the Union accounting rules as referred to in Article 80 or with \nIPSAS; \n(c) the total profits or losses deriving from the operations covered by the budgetary guarantee. \nS e c t i o n 3 \nF i n a n c i a l a s s i s t a n c e ']",own resources to the operations covered by a budgetary guarantee with counterparts
grant budgetary guarantee,be,guarantee agreement,subject to the entry into force of the guarantee agreement,"['entry', 'force', 'guarantee agreement']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 219  Implementation of budgetary guarantees ,"[' \nBudgetary guarantees shall be irrevocable, unconditional and on demand for the types of operations covered. ', ' \nBudgetary guarantees shall be implemented pursuant to point (c) of the first subparagraph of Article 62(1) or, in \nexceptional cases, pursuant to point (a) of the first subparagraph of Article 62(1). ', ' \nA budgetary guarantee shall only cover financing and investment operations which comply with points (a) to (d) of \nthe first subparagraph of Article 209(2). ', ' \nCounterparts shall contribute with their own resources to the operations covered by the budgetary guarantee. \nL 193/138  \n\x0c ', ' \nThe Commission shall conclude a guarantee agreement with the counterpart. The granting of the budgetary \nguarantee is subject to the entry into force of the guarantee agreement. ', ' \nCounterparts shall provide the Commission annually with: \n(a) a risk assessment and grading information concerning the operations covered by the budgetary guarantee as well as \nexpected defaults; \n(b) information on the outstanding financial obligation arising for the Union from the budgetary guarantee, broken down \nby individual operations, measured in compliance with the Union accounting rules as referred to in Article 80 or with \nIPSAS; \n(c) the total profits or losses deriving from the operations covered by the budgetary guarantee. \nS e c t i o n 3 \nF i n a n c i a l a s s i s t a n c e ']",subject to the entry into force of the guarantee agreement
counterpart,provide,budgetary guarantee,a budgetary guarantee annually with: a risk assessment and,"['budgetary guarantee', 'risk assessment']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 219  Implementation of budgetary guarantees ,"[' \nBudgetary guarantees shall be irrevocable, unconditional and on demand for the types of operations covered. ', ' \nBudgetary guarantees shall be implemented pursuant to point (c) of the first subparagraph of Article 62(1) or, in \nexceptional cases, pursuant to point (a) of the first subparagraph of Article 62(1). ', ' \nA budgetary guarantee shall only cover financing and investment operations which comply with points (a) to (d) of \nthe first subparagraph of Article 209(2). ', ' \nCounterparts shall contribute with their own resources to the operations covered by the budgetary guarantee. \nL 193/138  \n\x0c ', ' \nThe Commission shall conclude a guarantee agreement with the counterpart. The granting of the budgetary \nguarantee is subject to the entry into force of the guarantee agreement. ', ' \nCounterparts shall provide the Commission annually with: \n(a) a risk assessment and grading information concerning the operations covered by the budgetary guarantee as well as \nexpected defaults; \n(b) information on the outstanding financial obligation arising for the Union from the budgetary guarantee, broken down \nby individual operations, measured in compliance with the Union accounting rules as referred to in Article 80 or with \nIPSAS; \n(c) the total profits or losses deriving from the operations covered by the budgetary guarantee. \nS e c t i o n 3 \nF i n a n c i a l a s s i s t a n c e ']",a budgetary guarantee annually with : a risk assessment and
financial assistance,implement,commission,directly by the commission,['commission'],"TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 220  Rules and implementation ,"[' \nFinancial assistance by the Union to Member States or third countries shall be in accordance with pre-defined \nconditions and take the form of a loan or a credit line or any other instrument deemed appropriate to ensure the \neffectiveness of the support. To that end, the Commission shall be empowered, in the relevant basic act, to borrow the \nnecessary funds on behalf of the Union on the capital markets or from financial institutions. ', ' \nThe borrowing and lending shall not involve the Union in the transformation of maturities, or expose it to any \ninterest risk or to any other commercial risk. ', ' \nThe financial assistance shall be carried out in euro, except in duly justified cases. ', ' \nThe financial assistance shall be directly implemented by the Commission. ', ' \nThe Commission shall conclude an agreement with the beneficiary country that shall contain provisions: \n(a) ensuring that the beneficiary country regularly checks that the financing provided has been properly used in \naccordance with the pre-defined conditions, takes appropriate measures to prevent irregularities and fraud, and, if \nnecessary, takes legal action to recover any funds provided under the financial assistance that have been misappro\xad\npriated; \n(b) ensuring the protection of the financial interests of the Union; \n(c) expressly authorising the Commission, OLAF and the Court of Auditors, to exert their rights as foreseen by \nArticle 129; \n(d) ensuring that the Union is entitled to early repayment of the loan where it has been established that, in relation to the \nmanagement of the financial assistance, the beneficiary country has engaged in any act of fraud or corruption or any \nother illegal activity detrimental to the financial interests of the Union; \n(e) ensuring that all costs incurred by the Union that relate to a financial assistance shall be borne by the beneficiary \ncountry. ', ' \nThe Commission shall release the loans, where possible in instalments, subject to the fulfilment of the conditions \nattached to the financial assistance. Where those conditions are not fulfilled, the Commission shall temporarily suspend or \ncancel the disbursement of the financial assistance. ', ' \nFunds raised but not yet disbursed cannot be used for any other goal than to provide financial assistance to the \ncorresponding beneficiary country. Pursuant to Article 86(1) and (2), the accounting officer shall set up the procedures for \nthe safekeeping of the funds. \n']",directly by the commission
financing provide,use,accordance,properly in accordance with the predefined conditions,"['accordance', 'predefine condition']","TITLE X FINANCIAL INSTRUMENTS, BUDGETARY GUARANTEES AND FINANCIAL ASSISTANCE",Article 220  Rules and implementation ,"[' \nFinancial assistance by the Union to Member States or third countries shall be in accordance with pre-defined \nconditions and take the form of a loan or a credit line or any other instrument deemed appropriate to ensure the \neffectiveness of the support. To that end, the Commission shall be empowered, in the relevant basic act, to borrow the \nnecessary funds on behalf of the Union on the capital markets or from financial institutions. ', ' \nThe borrowing and lending shall not involve the Union in the transformation of maturities, or expose it to any \ninterest risk or to any other commercial risk. ', ' \nThe financial assistance shall be carried out in euro, except in duly justified cases. ', ' \nThe financial assistance shall be directly implemented by the Commission. ', ' \nThe Commission shall conclude an agreement with the beneficiary country that shall contain provisions: \n(a) ensuring that the beneficiary country regularly checks that the financing provided has been properly used in \naccordance with the pre-defined conditions, takes appropriate measures to prevent irregularities and fraud, and, if \nnecessary, takes legal action to recover any funds provided under the financial assistance that have been misappro\xad\npriated; \n(b) ensuring the protection of the financial interests of the Union; \n(c) expressly authorising the Commission, OLAF and the Court of Auditors, to exert their rights as foreseen by \nArticle 129; \n(d) ensuring that the Union is entitled to early repayment of the loan where it has been established that, in relation to the \nmanagement of the financial assistance, the beneficiary country has engaged in any act of fraud or corruption or any \nother illegal activity detrimental to the financial interests of the Union; \n(e) ensuring that all costs incurred by the Union that relate to a financial assistance shall be borne by the beneficiary \ncountry. ', ' \nThe Commission shall release the loans, where possible in instalments, subject to the fulfilment of the conditions \nattached to the financial assistance. Where those conditions are not fulfilled, the Commission shall temporarily suspend or \ncancel the disbursement of the financial assistance. ', ' \nFunds raised but not yet disbursed cannot be used for any other goal than to provide financial assistance to the \ncorresponding beneficiary country. Pursuant to Article 86(1) and (2), the accounting officer shall set up the procedures for \nthe safekeeping of the funds. \n']",properly in accordance with the predefined conditions
